# turbine_x, turbine_y
-904.7598132088987	515.5684111142953
742.4648669873422	-781.5764672618328
904.4757533414422	626.6107654686181
349.2812871111669	-914.9630747404859
-453.3858622898809	-1075.3677038876895
-693.5450161471816	786.2674632565694
1230.756384958819	-549.2036346732716
-13.656617800923554	-189.33578860140153
-492.01095406910076	-88.98655943564964
-212.72353880805207	516.8798291006898
-727.0707853851615	-1101.8108037538566
1259.3752992432128	-191.8106174837717
9.452535220524672	-430.6622660565328
-220.67218268802074	46.813169575633665
-874.7944176201048	-818.2277711953438
-241.42554732990268	1193.5511923345869
